tool_name,tool_version,input_name,input_extension,input_edam_format
bcftools_csq,1.9+galaxy1,input_file,vcf,format_3016
bcftools_cnv,1.9+galaxy1,input_file,vcf,format_3016
bcftools_cnv,1.9+galaxy1,AF_file,tabular,format_3475
bcftools_consensus,1.9+galaxy1,input_file,vcf,format_3016
bcftools_consensus,1.9+galaxy1,reference_source|fasta_ref,fasta,format_1929
bcftools_norm,1.9+galaxy1,input_file,vcf,format_3016
bcftools_norm,1.9+galaxy1,reference_source|fasta_ref,fasta,format_1929
bcftools_call,1.9+galaxy1,input_file,vcf,format_3016
snippy,3.2+galaxy1,ref,fasta,format_1929
snippy,3.2+galaxy1,fastq_input|fastq_input1,fastqsanger,format_1932
snippy,3.2+galaxy1,fastq_input|fastq_input2,fastqsanger,format_1932
snippy,3.2+galaxy1,fastq_input|fastq_input,fastqsanger,format_1932
snippy,3.2+galaxy1,fastq_input|fastq_input,fastqsanger,format_1932
varscan_somatic,2.4.3.3,reference|genome,fasta,format_1929
varscan_somatic,2.4.3.3,normal_bam,bam,format_2572
varscan_somatic,2.4.3.3,tumor_bam,bam,format_2572
vcffilter2,1.0.0_rc1+galaxy2,input1,vcf,format_3016
varscan_mpileup,2.4.3.1,input,pileup,format_3015
varscan_copynumber,2.4.3.2,pileup|normal_pileup,pileup,format_3015
varscan_copynumber,2.4.3.2,pileup|tumor_pileup,pileup,format_3015
varscan_copynumber,2.4.3.2,pileup|combined_pileup,pileup,format_3015
vcfselectsamples,1.0.0_rc1+galaxy0,input1,vcf,format_3016
vcfannotategenotypes,1.0.0_rc1+galaxy0,input1,vcf,format_3016
vcfannotategenotypes,1.0.0_rc1+galaxy0,input2,vcf,format_3016
vcfflatten2,1.0.0_rc1+galaxy0,input1,vcf,format_3016
vcfcommonsamples,1.0.0_rc1+galaxy0,input1,vcf,format_3016
vcfcommonsamples,1.0.0_rc1+galaxy0,input2,vcf,format_3016
vcfannotate,1.0.0_rc1+galaxy0,input,vcf,format_3016
vcfannotate,1.0.0_rc1+galaxy0,bed_data,bed,format_3003
vcfvcfintersect,1.0.0_rc1+galaxy0,vcf_input1,vcf,format_3016
vcfvcfintersect,1.0.0_rc1+galaxy0,vcf_input2,vcf,format_3016
vcfvcfintersect,1.0.0_rc1+galaxy0,reference_source|ref_file,fasta,format_1929
vcfbreakcreatemulti,1.0.0_rc1+galaxy0,input1,vcf,format_3016
vcfallelicprimitives,1.0.0_rc1+galaxy0,input,vcf,format_3016
vcfgeno2haplo,1.0.0_rc1+galaxy0,reference_source|input_vcf,vcf,format_3016
vcfgeno2haplo,1.0.0_rc1+galaxy0,reference_source|ref_file,fasta,format_1929
vcffixup,1.0.0_rc1+galaxy0,input1,vcf,format_3016
vcfgenotypes,1.0.0_rc1+galaxy0,vcf_input,vcf,format_3016
vcfbedintersect,1.0.0_rc1+galaxy0,vcf_input,vcf,format_3016
vcfbedintersect,1.0.0_rc1+galaxy0,bed_vs_interval|bed_input,bed,format_3003
vcfrandomsample,1.0.0_rc1+galaxy0,vcf_input,vcf,format_3016
vcfhethom,1.0.0_rc1+galaxy0,vcf_input,vcf,format_3016
vcfsort,1.0.0_rc1+galaxy0,input1,vcf,format_3016
vcfprimers,1.0.0_rc1+galaxy0,input_vcf,vcf,format_3016
vcfprimers,1.0.0_rc1+galaxy0,reference_source|ref_file,fasta,format_1929
vcfcombine,1.0.0_rc1+galaxy0,input_vcfs,vcf,format_3016
vcfleftalign,1.0.0_rc1+galaxy0,input_vcf,vcf,format_3016
vcfleftalign,1.0.0_rc1+galaxy0,reference_source|ref_file,fasta,format_1929
vcf2tsv,1.0.0_rc1+galaxy0,input,vcf,format_3016
vcfaddinfo,1.0.0_rc1+galaxy0,input1,vcf,format_3016
vcfaddinfo,1.0.0_rc1+galaxy0,input2,vcf,format_3016
vcfcheck,1.0.0_rc1+galaxy0,reference_source|input_vcf,vcf,format_3016
vcfcheck,1.0.0_rc1+galaxy0,reference_source|ref_file,fasta,format_1929
varscan,2.4.2,input,pileup,format_3015
bcfview,0.1.19,input,bcf,format_3020
bcfview,0.1.19,seq_dict,tabular,format_3475
freebayes,1.1.0.46-0,reference_source|batchmode|input_bams,bam,format_2572
freebayes,1.1.0.46-0,reference_source|ref_file,fasta,format_1929
freebayes,1.1.0.46-0,target_limit_type|input_target_bed,bed,format_3003
freebayes,1.1.0.46-0,options_type|optional_inputs|samples,txt,format_2330
freebayes,1.1.0.46-0,options_type|optional_inputs|populations,txt,format_2330
freebayes,1.1.0.46-0,options_type|optional_inputs|A,bed,format_3003
freebayes,1.1.0.46-0,options_type|optional_inputs|input_variant_type|input_variant_vcf,vcf_bgzip,format_3016
freebayes,1.1.0.46-0,options_type|optional_inputs|haplotype_basis_alleles,vcf,format_3016
freebayes,1.1.0.46-0,options_type|optional_inputs|observation_bias,tabular,format_3475
freebayes,1.1.0.46-0,options_type|optional_inputs|contamination_estimates,tabular,format_3475
vcfdistance,1.0.0_rc1+galaxy0,input1,vcf,format_3016
naive_variant_caller,0.0.3,reference_source|input_bams|input_bam,bam,format_2572
naive_variant_caller,0.0.3,reference_source|ref_file,fasta,format_1929
naive_variant_caller,0.0.3,region_files|input_region,interval,format_3475
snippy_core,3.2,indirs,zip,format_2333
ococo,0.1.2.6,input_alignment,bam,format_2572
ococo,0.1.2.6,fasta_reference,fasta,format_1929
bamleftalign,1.1.0.46-0,reference_source|input_bam,bam,format_2572
bamleftalign,1.1.0.46-0,reference_source|ref_file,fasta,format_1929
vcfdistance,0.0.3,input1,vcf,format_3016
allele_counts_1,1.2,input,vcf,format_3016
vcftools_merge,0.1.1,input_files,vcf,format_3016
vcftools_isec,0.1.1,input_files,vcf,format_3016
vt_normalize,0.1.0,infile,vcf,format_3016
vt_normalize,0.1.0,reference_source|reference_genome,fasta,format_1929
vt_normalize,0.1.0,intervals_file,bed,format_3003
bcftools_view,0.1.19.0,input,bcf,format_3020
bcftools_view,0.1.19.0,seq_dict,tabular,format_3475
bamleftalign,0.0.2,reference_source|input_bam,bam,format_2572
bamleftalign,0.0.2,reference_source|ref_file,fasta,format_1929
vcftools_compare,0.1,inputs|file,vcf,format_3016
vcftools_annotate,0.1,input,vcf,format_3016
vcftools_slice,0.1,input,vcf,format_3016
vcftools_slice,0.1,regions,bed,format_3003
vcftools_subset,0.1,input,vcf,format_3016
nanopolish_polya,0.11.1,input_merged,fasta,format_1929
nanopolish_polya,0.11.1,input_reads_raw,fast5.tar.gz,format_2333
nanopolish_polya,0.11.1,b,bam,format_2572
nanopolish_polya,0.11.1,reference_source|ref_file,fasta,format_1929
nanopolish_eventalign,0.11.1,input_merged,fasta,format_1929
nanopolish_eventalign,0.11.1,input_reads_raw,fast5.tar.gz,format_2333
nanopolish_eventalign,0.11.1,b,bam,format_2572
nanopolish_eventalign,0.11.1,reference_source|ref_file,fasta,format_1929
nanopolish_eventalign,0.11.1,input_models_fofn,txt,format_2330
nanopolish_methylation,0.11.1,input_merged,fasta,format_1929
nanopolish_methylation,0.11.1,input_reads_raw,fast5.tar.gz,format_2333
nanopolish_methylation,0.11.1,b,bam,format_2572
nanopolish_methylation,0.11.1,reference_source|ref_file,fasta,format_1929
nanopolish_variants,0.11.1,input_merged,fasta,format_1929
nanopolish_variants,0.11.1,input_reads_raw,fast5.tar.gz,format_2333
nanopolish_variants,0.11.1,b,bam,format_2572
nanopolish_variants,0.11.1,reference_source|ref_file,fasta,format_1929
nanoplot,1.25.0+galaxy1,mode|reads|files,fastq,format_1930
nanoplot,1.25.0+galaxy1,mode|reads|files,fasta,format_1929
nanoplot,1.25.0+galaxy1,mode|reads|files,txt,format_2330
nanoplot,1.25.0+galaxy1,mode|reads|files,bam,format_2572
nanoplot,1.25.0+galaxy1,mode|reads|files,cram,format_3462
porechop,0.2.3,input_file,fasta,format_1929
poretools_times,0.6.1a1.0,input,h5,format_3590
poretools_nucdist,0.6.1a1.0,input,h5,format_3590
poretools_qualdist,0.6.1a1.0,input,h5,format_3590
poretools_extract,0.6.1a1.0,input,h5,format_3590
poretools_tabular,0.6.1a1.0,input,h5,format_3590
poretools_stats,0.6.1a1.0,input,h5,format_3590
poretools_squiggle,0.6.1a1.0,input,h5,format_3590
poretools_occupancy,0.6.1a1.0,input,h5,format_3590
poretools_hist,0.6.1a1.0,input,h5,format_3590
poretools_yield_plot,0.6.1a1.0,input,h5,format_3590
poretools_qualpos,0.6.1a1.0,input,h5,format_3590
poretools_winner,0.6.1a1.0,input,h5,format_3590
poretools_events,0.6.1a1.0,input,h5,format_3590
gops_complement_1,1.0.0,input1,interval,format_3475
gops_cluster_1,1.0.0,input1,interval,format_3475
gops_basecoverage_1,1.0.0,input1,interval,format_3475
Annotation_Profiler_0,1.0.0,input1,interval,format_3475
bedtools_expandbed,2.29.0,input,bed,format_3003
bedtools_groupbybed,2.29.0,inputA,bed,format_3003
bedtools_intersectbed,2.29.0,inputA,bam,format_2572
bedtools_intersectbed,2.29.0,reduce_or_iterate|inputB,bam,format_2572
bedtools_getfastabed,2.29.0,input,bed,format_3003
bedtools_getfastabed,2.29.0,fasta_source|fasta,fasta,format_1929
bedtools_overlapbed,2.29.0,input,bed,format_3003
bedtools_mergebed,2.29.0,input,bam,format_2572
bedtools_maskfastabed,2.29.0,input,bed,format_3003
bedtools_maskfastabed,2.29.0,fasta,fasta,format_1929
bedtools_multiintersectbed,2.29.0,tag|inputs,bed,format_3003
bedtools_multiintersectbed,2.29.0,tag|beds|input,bed,format_3003
bedtools_multiintersectbed,2.29.0,empty|genome_file_opts|genome,tabular,format_3475
bedtools_bamtobed,2.29.0,input,bam,format_2572
bedtools_complementbed,2.29.0,input,bed,format_3003
bedtools_complementbed,2.29.0,genome_file_opts|genome,tabular,format_3475
bedtools_sortbed,2.29.0,input,bed,format_3003
bedtools_fisher,2.29.0,inputA,bed,format_3003
bedtools_fisher,2.29.0,inputB,bed,format_3003
bedtools_fisher,2.29.0,genome_file_opts|genome,tabular,format_3475
bedtools_windowbed,2.29.0,inputA,bam,format_2572
bedtools_windowbed,2.29.0,inputB,bed,format_3003
bedtools_jaccard,2.29.0,inputA,bed,format_3003
bedtools_jaccard,2.29.0,inputB,bed,format_3003
bedtools_coveragebed,2.29.0,inputA,bam,format_2572
bedtools_coveragebed,2.29.0,reduce_or_iterate|inputB,bam,format_2572
bedtools_map,2.29.0.2,inputA,bam,format_2572
bedtools_map,2.29.0.2,inputB,bam,format_2572
bedtools_map,2.29.0.2,genome|genome_file_opts|genome,tabular,format_3475
bedtools_tagbed,2.29.0,inputA,bam,format_2572
bedtools_tagbed,2.29.0,inputB,bed,format_3003
bedtools_annotatebed,2.29.0,inputA,bed,format_3003
bedtools_annotatebed,2.29.0,names|beds|input,bed,format_3003
bedtools_annotatebed,2.29.0,names|beds,bed,format_3003
bedtools_spacingbed,2.29.0,input,bam,format_2572
bedtools_unionbedgraph,2.29.0,tag|inputs,bedgraph,format_3583
bedtools_unionbedgraph,2.29.0,tag|bedgraphs|input,bedgraph,format_3583
bedtools_unionbedgraph,2.29.0,empty|genome_file_opts|genome,tabular,format_3475
bedtools_makewindowsbed,2.29.0,type|input,bed,format_3003
bedtools_makewindowsbed,2.29.0,type|genome_file_opts|genome,tabular,format_3475
bedtools_genomecoveragebed,2.29.0,input_type|input,bed,format_3003
bedtools_genomecoveragebed,2.29.0,input_type|genome_file_opts|genome,tabular,format_3475
bedtools_genomecoveragebed,2.29.0,input_type|input,bam,format_2572
bedtools_closestbed,2.29.0,inputA,bed,format_3003
bedtools_closestbed,2.29.0,overlap_with|inputB,bed,format_3003
bedtools_clusterbed,2.29.0,inputA,bed,format_3003
bedtools_multicovtbed,2.29.0,input,bed,format_3003
bedtools_multicovtbed,2.29.0,bams,bam,format_2572
bedtools_slopbed,2.29.0,inputA,bed,format_3003
bedtools_slopbed,2.29.0,genome_file_opts|genome,tabular,format_3475
bedtools_flankbed,2.29.0,input,bed,format_3003
bedtools_flankbed,2.29.0,genome_file_opts|genome,tabular,format_3475
bedtools_subtractbed,2.29.0,inputA,bed,format_3003
bedtools_subtractbed,2.29.0,inputB,bed,format_3003
bedtools_bedtobam,2.29.0,input,bed,format_3003
bedtools_bedtobam,2.29.0,genome_file_opts|genome,tabular,format_3475
bedtools_nucbed,2.29.0,input,bed,format_3003
bedtools_nucbed,2.29.0,fasta,fasta,format_1929
bedtools_links,2.29.0,input,bed,format_3003
bedtools_bed12tobed6,2.29.0,input,bed,format_3003
bedtools_shufflebed,2.29.0,inputA,bed,format_3003
bedtools_shufflebed,2.29.0,genome_file_opts|genome,tabular,format_3475
bedtools_shufflebed,2.29.0,add_bed|excl,bed,format_3003
bedtools_shufflebed,2.29.0,add_bed|incl,bed,format_3003
bedtools_bedtoigv,2.29.0,input,bed,format_3003
bedtools_randombed,2.29.0,genome_file_opts|genome,tabular,format_3475
bedtools_reldistbed,2.29.0,inputA,bam,format_2572
bedtools_reldistbed,2.29.0,inputB,bed,format_3003
bedtools_bedpetobam,2.29.0,input,bed,format_3003
bedtools_bedpetobam,2.29.0,genome_file_opts|genome,tabular,format_3475
bedtools_bamtofastq,2.27.1,input,bam,format_2572
translate_bed,0.1.0,input,bed,format_3003
translate_bed,0.1.0,ref|ref_file,twobit,format_3009
gops_concat_1,1.0.1,input1,interval,format_3475
gops_concat_1,1.0.1,input2,interval,format_3475
translate_bed_sequences,0.0.1,input,bed,format_3003
filter_bed_on_splice_junctions,0.0.1,input_bed,bed,format_3003
filter_bed_on_splice_junctions,0.0.1,guided_junctions,bed,format_3003
aggregate_scores_in_intervals2,1.1.3,input1,interval,format_3475
aggregate_scores_in_intervals2,1.1.3,score_source_type|input2,wig,format_3005
length_and_gc_content,0.1.1,gtf_file|gtf_history,gtf,format_2306
length_and_gc_content,0.1.1,fasta_file|fasta_history,fasta,format_1929
fraggenescan,1.30.0,genome,fasta,format_1929
gene2exon1,1.0.0,input1,bed,format_3003
Interval2Maf_pairwise1,1.0.1,input1,interval,format_3475
Interval2Maf1,1.0.1,input1,interval,format_3475
Interval2Maf1,1.0.1,maf_source_type|mafFile,maf,format_3008
MAF_split_blocks_by_species1,1.0.0,input1,maf,format_3008
Interval_Maf_Merged_Fasta2,1.0.1,input1,interval,format_3475
Interval_Maf_Merged_Fasta2,1.0.1,maf_source_type|maf_file,maf,format_3008
GeneBed_Maf_Fasta2,1.0.1,input1,bed,format_3003
GeneBed_Maf_Fasta2,1.0.1,maf_source_type|maf_file,maf,format_3008
maf_stats1,1.0.1,input1,interval,format_3475
maf_stats1,1.0.1,maf_source_type|input2,maf,format_3008
MAF_Thread_For_Species1,1.0.0,input1,maf,format_3008
MAF_Limit_To_Species1,1.0.0,input1,maf,format_3008
maf_limit_size1,1.0.1,input1,maf,format_3008
maf_by_block_number1,1.0.1,input1,txt,format_2330
maf_by_block_number1,1.0.1,input2,maf,format_3008
MAF_Reverse_Complement_1,1.0.1,input1,maf,format_3008
MAF_filter,1.0.1,input1,maf,format_3008
gprofiler_snpense,0.1.7+galaxy10,input,txt,format_2330
gprofiler_gost,0.1.7+galaxy10,input,txt,format_2330
gprofiler_orth,0.1.7+galaxy10,input,txt,format_2330
gprofiler_convert,0.1.7+galaxy10,input,txt,format_2330
abricate,0.9.8,file_input,fasta,format_1929
blastxml_to_gapped_gff3,1.1,blastxml,blastxml,format_3331
tb_profiler_profile,2.6.1+galaxy0,fastq_or_bam|read1,fastq,format_1930
tb_profiler_profile,2.6.1+galaxy0,fastq_or_bam|read2,fastq,format_1930
tb_profiler_profile,2.6.1+galaxy0,fastq_or_bam|fastq,fastq,format_1930
tb_profiler_profile,2.6.1+galaxy0,fastq_or_bam|bam_input,bam,format_2572
maker,2.31.10+galaxy1,genome,fasta,format_1929
maker,2.31.10+galaxy1,reannotation|maker_gff,gff,format_2305
bp_genbank2gff3,1.0,genbank,genbank,format_1936
socru,2.1.7,assembly,fasta,format_1929
goseq,1.36.0+galaxy0,dge_file,tabular,format_3475
goseq,1.36.0+galaxy0,length_file,tabular,format_3475
goseq,1.36.0+galaxy0,categorySource|category_file,tabular,format_3475
roary,3.12.0+galaxy0,gff_input|gffs,gff,format_2305
exonerate,2.4.0+galaxy1,query,fasta,format_1929
exonerate,2.4.0+galaxy1,ref_seq|input_fasta,fasta,format_1929
annotatemyids,3.7.0+galaxy1,id_file,tabular,format_3475
progressivemauve,2015_02_13.0,sequences,fasta,format_1929
progressivemauve,2015_02_13.0,apply_backbone,xmfa,format_2330
progressivemauve,2015_02_13.0,match_input,tabular,format_3475
progressivemauve,2015_02_13.0,input_guide_tree,nhx,format_1910
xmfa2gff3,2015_02_13.0,xmfa,xmfa,format_2330
xmfa2gff3,2015_02_13.0,sequences,fasta,format_1929
busco,3.0.2+galaxy1,input,fasta,format_1929
snap_training,2013_11_29+galaxy1,genome,fasta,format_1929
snap_training,2013_11_29+galaxy1,maker_gff,gff,format_2305
augustus_training,3.2.3+galaxy1,genome,fasta,format_1929
augustus_training,3.2.3+galaxy1,maker_gff,gff,format_2305
maker_map_ids,2.31.10,maker_gff,gff,format_2305
fgsea,1.8.0+galaxy1,rnk_file,tabular,format_3475
fgsea,1.8.0+galaxy1,sets_file,tabular,format_3475
chipseeker,1.18.0+galaxy1,peaks,bed,format_3003
chipseeker,1.18.0+galaxy1,gtf_source|gtf_hist,gtf,format_2306
fasta-stats,1.0.0,dataset,fasta,format_1929
mlst,2.16.1,input_files,fasta,format_1929
bg_sortmerna,2.1b.6,sequencing_type|reads,fasta,format_1929
bg_sortmerna,2.1b.6,sequencing_type|forward_reads,fasta,format_1929
bg_sortmerna,2.1b.6,sequencing_type|reverse_reads,fasta,format_1929
bg_sortmerna,2.1b.6,databases_type|database_name,fasta,format_1929
spaln,2.3.2+galaxy0,genome,fasta,format_1929
spaln,2.3.2+galaxy0,query,fasta,format_1929
goslimmer,1.0.1,go,obo,format_2549
goslimmer,1.0.1,slim,obo,format_2549
goslimmer,1.0.1,annotation,tabular,format_3475
goenrichment,2.0.1,go,obo,format_2549
goenrichment,2.0.1,annotation,tabular,format_3475
goenrichment,2.0.1,study,txt,format_2330
goenrichment,2.0.1,population,txt,format_2330
jcvi_gff_stats,0.8.4,gff,gff,format_2305
jcvi_gff_stats,0.8.4,ref_genome|genome,fasta,format_1929
prokka,1.13,input,fasta,format_1929
prokka,1.13,proteins,fasta,format_1929
hammock_1.0,1.0.4,input,fasta,format_1929
kobas_annotate,0.4,infile,fasta,format_1929
kobas_annotate,0.4,blast_opts|fastadb,fasta,format_1929
kobas_annotate,0.4,blast_opts|histdb,blastdbp,format_1915
kobas_annotate,0.4,kobasdb,sqlite,format_3621
kobas_annotate,0.4,organismdb,sqlite,format_3621
kobas_annotate,0.4,ortholog|kobasdb,sqlite,format_3621
kobas_annotate,0.4,ortholog|blast_opts_ortholog|fastadb,fasta,format_1929
kobas_annotate,0.4,ortholog|blast_opts_ortholog|histdb,blastdbp,format_1915
kobas_identify,0.4,fgfile,tabular,format_3475
kobas_identify,0.4,kobasdb,sqlite,format_3621
kobas_identify,0.4,bg|bgfile,txt,format_2330
Psortb,0.0.9,sequence,fasta,format_1929
signalp3,0.0.19,fasta_file,fasta,format_1929
promoter2,0.0.12,fasta_file,fasta,format_1929
tmhmm2,0.0.16,fasta_file,fasta,format_1929
rxlr_motifs,0.0.14,fasta_file,fasta,format_1929
wolf_psort,0.0.11,fasta_file,fasta,format_1929
picrust_metagenome_contributions,1.1.1.0,input_data,biom1,format_3746
picrust_metagenome_contributions,1.1.1.0,gg|precalc,tabular,format_3475
picrust_format_tree_and_trait_table,1.1.1.0,input_trait_table,tabular,format_3475
picrust_format_tree_and_trait_table,1.1.1.0,input_tree,nhx,format_1910
picrust_compare_biom,1.1.1.0,observed,biom1,format_3746
picrust_compare_biom,1.1.1.0,expected,biom1,format_3746
picrust_predict_metagenomes,1.1.1.0,input_data,biom1,format_3746
picrust_predict_metagenomes,1.1.1.0,gg|precalc,tabular,format_3475
picrust_categorize,1.1.1.0,input_fp,biom1,format_3746
antismash,4.1,infile,genbank,format_1936
augustus,3.2.3,input_genome,fasta,format_1929
augustus,3.2.3,model|custom_model,augustus,format_2333
trnascan,0.4,inputfile,fasta,format_1929
aragorn_trna,0.6,input,fasta,format_1929
transtermhp,2.09.1,reference_genome|genome_fasta,fasta,format_1929
transtermhp,2.09.1,input_gff3,gff3,format_1975
smf_utils_estimate-energy,smf-v1.7-0_utils-v2.1.1-2,parameters|input_xml,xml,format_2332
smf_utils_estimate-energy,smf-v1.7-0_utils-v2.1.1-2,sequences_from_fasta_file,fasta,format_1929
smf_utils_fix-fasta-headers,smf-v1.7-0_utils-v2.1.1-1,fasta_input,fasta,format_1929
smf_utils_filter-annotated-entries,smf-v1.7-0_utils-v2.1.1-1,dbn_input_file,dbn,format_1457
smf_utils_filter-annotated-entries,smf-v1.7-0_utils-v2.1.1-1,bed_input_file,bed,format_3003
smf_utils_add-read-counts,smf-v1.7-0_utils-v2.1.1-3,dbn_input_file,dbn,format_1457
smf_utils_add-read-counts,smf-v1.7-0_utils-v2.1.1-3,bam_input_file,bam,format_2572
smf_utils_find-boxes,smf-v1.7-0_utils-v2.1.1-1,fasta_input,fasta,format_1929
smf_utils_filter-by-energy,smf-v1.7-0_utils-v2.1.1-1,dbn_input_file,dbn,format_1457
smf_utils_extract-boxed-sequences,smf-v1.7-0_utils-v2.1.1-1,fasta_input_file,fasta,format_1929
smf_utils_extract-boxed-sequences,smf-v1.7-0_utils-v2.1.1-1,bed_input_file,bed,format_3003
segmentation_fold,0.2.0,input|input_fasta,fasta,format_1929
segmentation_fold,0.2.0,parameters|input_xml,xml,format_2332
gubbins,0.1.0,alignment_file,fasta,format_1929
Probmetab,1.0.1,acquisition_options|xa,rdata.camera.positive,None
